agro_ecological_zone,soil_ph,nitrogen_N,phosphorus_P,potassium_K,soil_moisture,soil_temp,ambient_temp,humidity,rainfall,altitude,soil_type
Wet,4.94,39.63,9.07,79.01,29.42,20.13,21.89,66.51,13.87,66.43,Red Yellow Podzolic
Wet,4.66,101.9,10.38,60.52,6.03,27.47,28.15,46.98,27.24,394.25,Bog and Half-Bog
Wet,4.44,122.09,6.84,70.43,36.79,24.36,26.34,61.91,29.99,139.88,Bog and Half-Bog
Dry,7.93,28.26,20.27,257.52,11.49,29.29,29.96,76.56,4.42,17.05,Calcic Red Yellow Latosols
Intermediate,6.16,42.98,20.08,122.83,53.5,25.7,26.53,75.06,11.93,94.18,Reddish Brown Latosolic
Dry,6.41,20.21,7.63,69.66,69.55,28.96,29.93,40.53,1.43,129.92,Red Yellow Latosols
Dry,8.07,21.31,16.31,366.01,65.76,31.4,32.38,67.74,2.63,132.6,Solodized Solonetz
Dry,6.73,47.46,17.29,115.21,40.8,30.23,31.19,60.52,4.6,72.35,Low Humic Gley
Wet,4.51,114.24,12.44,59.62,66.4,26.51,27.42,54.8,12.34,83.54,Bog and Half-Bog
Wet,5.2,36.22,12.51,89.78,22.51,21.97,22.9,92.95,23.99,360.4,Red Yellow Podzolic
Dry,6.44,25.27,10.56,63.12,63.41,32.03,33.27,76.23,4.29,85.06,Red Yellow Latosols
Intermediate,6.15,84.2,32.19,217.54,58.85,27.04,29.0,83.62,12.83,317.93,Alluvial Soils
Intermediate,6.0,44.37,16.23,130.54,65.9,27.41,29.06,73.09,9.39,653.22,Reddish Brown Latosolic
Dry,6.32,17.99,7.43,80.45,61.81,31.75,32.85,63.84,4.24,130.58,Red Yellow Latosols
Dry,8.11,18.79,13.58,327.0,30.43,28.48,30.12,41.94,0.09,95.36,Solodized Solonetz
Dry,7.01,55.73,20.06,165.04,66.32,30.77,31.28,56.84,4.27,60.77,Reddish Brown Earths
Dry,7.0,50.03,13.77,120.71,35.93,27.77,29.46,61.11,1.1,22.52,Low Humic Gley
Wet,5.59,40.35,15.86,131.27,31.62,21.02,22.54,79.61,19.61,103.16,Immature Brown Loams
Dry/Wet,7.27,15.56,7.85,53.24,25.07,28.21,29.4,56.1,21.26,278.85,Regosols
Dry,8.03,17.69,11.95,368.68,14.72,31.07,32.86,88.71,3.86,40.49,Solodized Solonetz
Intermediate,6.05,52.4,14.58,144.74,18.55,26.92,28.34,61.24,7.39,540.6,Reddish Brown Latosolic
Dry/Wet,7.27,15.71,4.27,63.36,16.87,31.62,33.05,43.51,11.78,212.13,Regosols
Intermediate,6.17,54.97,15.39,147.32,9.45,26.24,27.78,42.09,11.98,715.19,Reddish Brown Latosolic
Dry,6.79,53.87,17.25,160.2,28.93,26.7,28.67,90.92,3.42,144.34,Reddish Brown Earths
Dry,5.86,24.65,9.86,111.28,18.03,26.37,28.27,65.28,3.76,16.63,Non-Calcic Brown
Wet,5.13,33.78,8.38,115.35,36.99,25.11,25.63,56.8,27.37,204.13,Red Yellow Podzolic
Dry,6.58,48.35,18.64,181.24,34.41,31.47,32.62,63.65,0.14,144.66,Reddish Brown Earths
Dry,8.26,27.28,18.78,224.7,47.13,31.62,33.07,64.45,4.51,11.05,Calcic Red Yellow Latosols
Dry,6.32,47.31,10.87,98.61,65.52,30.35,31.48,75.5,3.08,148.68,Low Humic Gley
Dry,8.5,18.51,14.44,312.56,41.87,32.73,33.42,44.97,3.67,109.77,Solodized Solonetz
Wet,5.64,34.55,17.07,120.65,21.44,20.54,21.92,59.78,15.93,131.09,Immature Brown Loams
Wet,5.53,36.62,10.15,93.45,57.67,22.62,23.36,52.05,27.87,400.16,Red Yellow Podzolic
Dry,6.0,30.63,10.58,112.45,17.82,29.39,29.95,49.46,1.64,113.2,Non-Calcic Brown
Dry,6.88,52.49,16.44,146.37,13.25,29.56,31.06,80.29,3.6,112.96,Reddish Brown Earths
Dry,6.78,19.37,5.92,68.35,26.37,30.19,31.41,91.07,1.75,27.77,Red Yellow Latosols
Dry,7.83,40.41,23.44,253.68,52.02,30.06,31.18,45.39,3.61,44.77,Grumusols
Wet,4.53,108.49,8.87,74.31,62.33,26.77,28.58,51.64,14.06,281.12,Bog and Half-Bog
Dry,6.13,26.71,11.13,125.85,36.5,30.61,32.09,59.2,4.51,62.46,Non-Calcic Brown
Dry,7.09,59.17,18.24,168.16,9.76,30.27,31.77,57.82,2.2,49.8,Reddish Brown Earths
Dry,6.85,49.19,15.14,118.19,28.82,26.87,28.21,67.58,3.07,102.84,Low Humic Gley
Dry,8.87,7.38,10.32,420.26,21.82,31.74,32.48,66.43,0.94,104.59,Solonchaks
Dry,6.12,24.9,10.38,71.19,29.55,31.93,32.68,47.49,0.35,149.98,Red Yellow Latosols
Dry,7.97,27.51,19.13,253.33,36.01,28.25,29.61,51.34,3.88,78.46,Calcic Red Yellow Latosols
Wet,4.2,107.42,9.88,63.0,25.18,25.96,27.4,92.75,12.15,409.17,Bog and Half-Bog
Dry,8.92,13.94,11.15,421.75,46.64,31.86,32.89,50.98,2.78,40.29,Solonchaks
Dry,8.18,31.18,16.57,277.19,48.9,33.02,33.63,76.86,2.11,58.86,Calcic Red Yellow Latosols
Dry,7.99,28.58,15.2,232.08,66.34,30.65,32.04,57.08,0.64,18.23,Calcic Red Yellow Latosols
Dry/Wet,7.08,15.03,4.7,46.13,46.08,29.55,30.48,61.64,13.48,100.85,Regosols
Intermediate,5.96,45.93,14.07,122.76,28.5,26.11,28.0,71.94,9.27,762.88,Reddish Brown Latosolic
Wet,4.93,35.01,11.2,92.54,20.39,25.32,26.23,65.12,21.64,15.34,Red Yellow Podzolic
Wet,5.27,40.71,17.35,133.34,14.93,24.08,25.78,64.87,12.44,356.82,Immature Brown Loams
Dry,7.9,33.27,19.18,243.7,17.14,29.65,30.9,93.59,4.97,45.94,Calcic Red Yellow Latosols
Wet,4.82,39.74,8.55,74.6,66.56,18.96,20.39,52.22,24.94,226.05,Red Yellow Podzolic
Dry,6.7,49.65,15.95,137.91,14.33,26.83,28.67,64.33,3.53,86.02,Low Humic Gley
Dry,6.64,21.42,13.48,59.81,47.11,30.73,31.58,55.74,1.49,56.16,Red Yellow Latosols
Dry,8.41,22.98,11.61,360.74,62.01,33.12,33.91,79.02,0.96,136.3,Solodized Solonetz
Dry,6.69,16.56,10.74,76.11,68.37,30.31,32.21,43.95,4.76,110.32,Red Yellow Latosols
Dry,6.61,16.15,11.4,69.2,52.91,33.09,34.25,63.74,3.44,134.44,Red Yellow Latosols
Dry,8.05,41.08,23.33,285.05,33.64,30.83,32.12,80.47,1.36,142.54,Grumusols
Wet,4.48,84.89,9.5,81.66,59.95,23.77,24.84,86.92,14.82,363.9,Bog and Half-Bog
Intermediate,6.11,51.73,16.57,149.58,53.77,25.91,26.43,94.75,11.33,737.72,Reddish Brown Latosolic
Wet,4.44,105.87,8.92,61.66,9.29,27.67,28.41,88.16,15.65,65.39,Bog and Half-Bog
Dry,6.23,23.05,10.3,81.59,17.25,28.33,29.99,45.92,3.59,29.29,Red Yellow Latosols
Intermediate,5.76,35.38,16.33,146.12,48.52,26.0,27.85,44.36,9.94,602.08,Reddish Brown Latosolic
Dry,7.04,56.05,17.27,177.65,65.98,32.3,32.87,47.25,2.78,88.32,Reddish Brown Earths
Dry,8.43,15.53,10.3,450.5,21.98,29.42,30.97,48.68,0.19,34.69,Solonchaks
Dry,6.46,18.75,11.11,75.49,62.15,31.64,33.21,78.0,3.5,144.71,Red Yellow Latosols
Intermediate,5.79,51.28,15.6,130.13,16.06,26.56,27.62,79.55,5.87,154.6,Reddish Brown Latosolic
Dry,6.11,19.16,12.12,123.77,25.6,26.47,28.34,71.16,0.94,109.48,Non-Calcic Brown
Dry/Wet,7.22,9.81,4.82,41.46,6.0,31.57,32.93,84.83,17.98,113.59,Regosols
Wet,5.3,45.84,14.82,136.15,45.22,25.6,26.51,78.41,14.43,276.85,Immature Brown Loams
Dry,9.0,9.19,11.34,478.97,33.95,30.46,31.44,79.06,2.77,71.44,Solonchaks
Dry,5.99,21.69,9.12,114.0,37.08,30.58,32.0,79.0,2.13,25.04,Non-Calcic Brown
Dry,6.92,50.16,14.21,140.56,7.3,29.31,30.4,53.75,2.24,73.88,Reddish Brown Earths
Intermediate,6.17,77.47,27.55,197.55,12.45,27.49,28.5,79.58,10.33,332.73,Alluvial Soils
Dry,9.05,11.11,11.87,380.93,56.89,29.74,31.64,69.77,0.34,139.42,Solonchaks
Wet,4.36,119.3,6.72,58.93,23.17,24.37,25.42,56.68,15.91,462.44,Bog and Half-Bog
Dry,8.45,30.2,20.04,244.04,38.84,28.03,29.78,40.22,4.06,15.36,Calcic Red Yellow Latosols
Wet,5.54,38.11,14.96,129.83,39.04,24.15,24.81,73.73,11.15,240.24,Immature Brown Loams
Dry,7.83,32.91,20.0,213.29,14.01,27.58,28.44,74.75,2.32,92.31,Calcic Red Yellow Latosols
Dry,6.21,30.45,9.44,128.03,53.04,25.63,27.48,91.51,0.12,107.72,Non-Calcic Brown
Dry,6.41,20.08,10.54,63.79,60.05,30.68,31.96,40.08,1.11,62.35,Red Yellow Latosols
Dry,8.13,30.51,17.85,200.7,41.17,30.83,31.76,87.25,3.67,75.33,Calcic Red Yellow Latosols
Intermediate,5.91,41.4,11.82,150.34,11.58,23.08,24.02,87.94,6.64,66.15,Reddish Brown Latosolic
Wet,4.99,33.67,10.97,98.05,28.3,20.02,21.26,42.79,23.58,294.49,Red Yellow Podzolic
Dry,5.75,24.16,8.93,97.05,6.88,28.99,30.61,90.66,4.64,25.73,Non-Calcic Brown
Dry,6.39,18.37,9.99,78.38,43.13,32.25,33.35,51.97,3.48,73.55,Red Yellow Latosols
Dry,8.1,24.53,20.42,201.21,43.51,29.82,31.04,53.84,1.3,146.27,Calcic Red Yellow Latosols
Dry,7.97,31.6,15.23,228.64,48.83,29.49,30.93,52.3,4.04,64.41,Calcic Red Yellow Latosols
Wet,4.92,34.25,10.2,91.59,53.69,24.81,25.98,66.25,17.67,50.42,Red Yellow Podzolic
Dry,6.73,13.28,10.51,72.64,58.81,30.98,31.69,90.28,2.1,30.17,Red Yellow Latosols
Wet,5.88,37.22,14.21,140.59,45.84,25.47,26.58,73.77,13.17,125.53,Immature Brown Loams
Dry,6.98,62.43,16.81,141.21,65.14,30.75,31.64,70.35,1.62,25.77,Reddish Brown Earths
Dry,5.9,22.03,13.26,102.45,33.18,29.5,30.2,41.12,1.84,12.31,Non-Calcic Brown
Dry/Wet,7.14,10.78,9.11,47.89,34.12,30.93,32.47,87.4,27.96,32.45,Regosols
Dry,8.67,14.63,11.19,562.49,49.95,33.65,34.76,90.51,2.73,114.92,Solonchaks
Intermediate,5.83,41.99,16.47,123.55,30.32,22.74,24.27,77.09,13.3,604.17,Reddish Brown Latosolic
Wet,5.69,36.87,15.61,116.44,66.45,24.13,24.7,87.44,14.64,43.7,Immature Brown Loams
Dry,5.95,23.13,7.26,94.43,7.98,27.62,28.41,83.28,0.27,116.82,Non-Calcic Brown
Dry/Wet,7.28,11.18,4.01,50.75,43.25,32.87,33.86,82.23,19.72,462.23,Regosols
Dry,8.2,30.0,17.18,243.64,40.74,31.5,33.08,51.45,2.88,83.94,Calcic Red Yellow Latosols
Intermediate,6.37,79.32,27.35,209.33,65.13,28.69,30.17,59.22,8.88,576.95,Alluvial Soils
Dry/Wet,6.93,12.62,4.07,50.66,14.89,30.32,32.11,76.01,26.31,262.92,Regosols
Dry,7.01,40.96,15.96,135.53,28.55,28.94,30.38,65.86,3.9,140.22,Low Humic Gley
Dry,8.33,20.49,14.35,394.35,17.79,30.89,31.89,60.39,2.46,143.54,Solodized Solonetz
Wet,5.29,46.9,13.49,136.85,66.14,23.55,25.31,47.57,25.57,427.24,Immature Brown Loams
Wet,4.86,38.09,11.47,101.8,57.07,21.5,22.25,50.93,24.43,218.6,Red Yellow Podzolic
Dry/Wet,7.14,12.34,6.36,54.91,39.16,33.64,34.16,50.92,28.06,39.05,Regosols
Dry,6.21,24.9,9.55,113.28,54.31,28.62,30.46,84.9,0.13,122.57,Non-Calcic Brown
Dry,6.81,43.3,16.12,127.41,5.37,30.3,31.98,47.83,0.94,46.57,Low Humic Gley
Wet,4.55,38.01,7.99,89.78,40.47,24.37,25.89,68.99,21.55,427.48,Red Yellow Podzolic
Intermediate,6.18,77.75,30.39,204.47,24.03,26.82,28.16,57.38,13.41,154.19,Alluvial Soils
Wet,4.83,143.37,8.56,72.75,29.09,26.26,27.53,83.94,11.86,248.55,Bog and Half-Bog
Dry,8.05,34.16,19.74,188.65,11.29,30.85,32.58,68.66,3.35,130.72,Calcic Red Yellow Latosols
Intermediate,6.18,47.51,14.02,154.32,24.69,23.21,25.18,57.03,12.12,576.83,Reddish Brown Latosolic
Wet,4.55,124.74,9.98,70.58,43.92,24.38,25.76,64.33,24.12,305.7,Bog and Half-Bog
Dry,6.6,18.05,10.77,77.5,11.44,30.64,31.3,44.74,0.9,122.01,Red Yellow Latosols
Wet,5.03,41.89,8.6,84.13,46.86,21.55,23.06,49.73,17.67,72.99,Red Yellow Podzolic
Wet,5.78,39.51,11.78,144.3,40.4,24.51,25.54,51.44,23.87,205.43,Immature Brown Loams
Dry,6.68,45.28,15.49,118.78,15.12,27.32,29.15,79.06,1.54,69.77,Low Humic Gley
Dry,6.76,46.19,17.33,122.95,14.21,28.72,30.23,86.29,0.34,109.4,Low Humic Gley
Intermediate,6.0,80.51,32.53,187.28,15.69,27.2,28.71,71.83,10.2,292.97,Alluvial Soils
Intermediate,6.48,41.81,15.18,162.7,36.33,22.05,23.32,58.54,6.05,419.46,Reddish Brown Latosolic
Dry,6.39,23.64,12.42,75.71,22.49,31.71,33.3,65.22,4.55,122.98,Red Yellow Latosols
Dry,6.8,52.23,17.37,128.41,27.63,29.18,29.77,91.1,3.17,133.49,Low Humic Gley
Dry/Wet,6.91,14.15,4.15,57.54,22.77,31.1,32.43,72.44,24.71,61.56,Regosols
Dry,7.75,44.12,24.29,313.62,16.78,29.91,31.02,92.79,3.76,75.95,Grumusols
Dry,8.42,12.13,9.83,442.94,25.5,29.35,30.94,77.38,2.4,91.03,Solonchaks
Dry,8.4,13.45,12.08,430.19,11.16,31.33,32.45,71.93,3.26,58.87,Solonchaks
Dry/Wet,7.16,9.92,5.76,63.85,8.52,31.69,33.2,61.3,28.93,383.99,Regosols
Dry,5.67,22.72,11.63,104.7,33.23,29.47,31.28,47.75,2.52,118.35,Non-Calcic Brown
Dry,8.21,28.13,13.69,220.84,40.01,28.73,30.07,93.91,0.01,100.58,Calcic Red Yellow Latosols
Intermediate,6.0,44.01,14.4,159.31,42.72,26.05,26.6,75.0,9.93,569.9,Reddish Brown Latosolic
Dry,6.32,58.3,15.84,153.75,66.41,31.53,32.62,88.23,4.8,14.22,Reddish Brown Earths
Dry,7.93,38.37,22.53,315.88,15.86,30.08,30.89,61.86,4.52,132.09,Grumusols
Dry,8.49,14.3,8.36,435.79,49.97,31.09,31.78,84.25,2.33,113.34,Solonchaks
Wet,5.06,37.31,11.4,110.5,59.01,21.05,22.3,91.66,10.01,98.53,Red Yellow Podzolic
Dry,6.14,19.25,8.36,110.95,50.66,28.99,29.59,50.88,2.59,50.14,Non-Calcic Brown
Dry,8.83,17.08,16.64,332.82,59.27,33.91,35.0,78.84,4.12,77.95,Solodized Solonetz
Dry,6.97,57.14,14.8,174.7,67.58,29.74,30.91,56.48,4.6,86.53,Reddish Brown Earths
Intermediate,6.13,86.64,27.97,216.6,65.65,26.76,28.64,48.45,9.81,323.67,Alluvial Soils
Dry/Wet,7.12,11.82,5.41,36.26,64.11,29.57,31.1,69.2,25.81,98.66,Regosols
Dry,6.65,21.68,10.51,76.45,9.17,30.49,32.19,63.99,2.3,103.79,Red Yellow Latosols
Dry,7.81,41.16,20.89,317.89,7.31,31.38,32.15,88.06,1.41,54.64,Grumusols
Intermediate,5.78,50.93,17.49,154.93,43.92,23.62,24.72,58.36,11.09,681.02,Reddish Brown Latosolic
Dry,7.69,43.31,20.86,313.17,61.44,27.28,28.96,51.16,0.53,65.7,Grumusols
Dry,6.7,44.24,15.96,126.87,59.14,29.14,30.98,47.96,4.37,30.96,Low Humic Gley
Dry,6.38,19.99,10.87,85.48,62.09,33.33,34.53,84.01,4.85,86.15,Red Yellow Latosols
Intermediate,6.18,72.81,34.04,216.3,24.86,30.56,31.12,91.45,10.24,197.25,Alluvial Soils
Dry,7.87,43.93,24.39,280.88,23.31,28.7,30.3,51.78,4.63,47.51,Grumusols
Dry,7.8,39.33,23.21,315.49,33.0,29.46,30.07,55.65,2.28,128.31,Grumusols
Dry,6.14,18.14,8.87,106.43,64.36,29.8,31.14,55.72,2.21,13.58,Non-Calcic Brown
Dry,7.71,42.45,22.29,344.74,18.78,30.85,32.35,42.02,4.09,103.68,Grumusols
Dry,5.68,27.14,10.6,97.36,57.11,29.84,31.34,84.36,2.88,113.59,Non-Calcic Brown
Dry,6.77,53.76,14.85,155.89,36.12,30.06,31.74,92.94,3.54,139.55,Reddish Brown Earths
Dry,6.64,41.41,13.0,131.22,42.58,28.72,29.25,86.12,2.98,121.65,Low Humic Gley
Dry/Wet,7.12,10.75,6.72,43.95,58.58,29.58,31.22,54.81,17.59,79.02,Regosols
Wet,5.44,45.61,13.87,135.66,25.7,23.77,25.56,53.8,18.05,426.22,Immature Brown Loams
Dry,7.81,23.07,12.72,218.27,58.44,28.11,29.91,68.15,3.08,11.25,Calcic Red Yellow Latosols
Wet,4.13,125.9,8.69,69.49,44.39,25.6,27.17,54.03,11.01,132.79,Bog and Half-Bog
Wet,4.38,112.16,7.03,49.37,30.23,27.6,28.8,83.01,15.18,490.11,Bog and Half-Bog
Intermediate,6.03,45.58,14.37,135.15,20.86,21.42,22.97,45.53,8.89,753.86,Reddish Brown Latosolic
Dry,6.36,49.06,15.0,129.36,37.19,28.4,29.25,78.92,1.62,83.6,Low Humic Gley
Dry,8.2,29.45,18.91,219.67,55.47,29.38,31.29,92.76,4.08,65.02,Calcic Red Yellow Latosols
Dry,6.57,17.48,12.3,79.79,16.6,30.19,31.84,51.68,2.64,14.49,Red Yellow Latosols
Dry,6.69,48.6,14.1,125.22,49.97,27.95,29.94,60.22,3.38,89.44,Low Humic Gley
Wet,4.9,31.28,10.21,101.74,59.93,21.77,22.8,85.41,22.25,35.42,Red Yellow Podzolic
Wet,4.64,39.4,9.36,85.6,27.83,18.79,19.89,81.68,16.15,127.13,Red Yellow Podzolic
Dry,6.18,26.87,10.07,121.48,16.29,31.1,32.54,90.96,2.4,19.41,Non-Calcic Brown
Dry,7.23,45.23,25.75,334.32,26.95,31.9,32.4,85.1,3.69,45.93,Grumusols
Dry/Wet,7.33,13.11,6.19,52.26,13.7,30.16,31.49,67.06,29.62,443.63,Regosols
Dry,6.75,50.33,18.47,161.34,51.62,31.5,32.76,74.57,2.16,130.21,Reddish Brown Earths
Dry,6.41,18.3,13.9,59.88,54.81,32.47,34.18,55.92,2.68,12.24,Red Yellow Latosols
Wet,5.46,47.54,15.84,116.78,10.55,23.5,24.54,88.97,10.81,337.83,Immature Brown Loams
Dry,8.8,16.52,13.37,449.01,50.89,29.96,31.67,62.74,3.61,13.24,Solonchaks
Dry,8.04,29.9,19.94,224.33,11.76,31.5,33.03,43.11,0.95,44.2,Calcic Red Yellow Latosols
Dry,6.38,50.12,16.94,172.9,30.85,29.52,30.42,41.55,2.03,49.44,Reddish Brown Earths
Wet,5.47,41.74,14.13,154.89,19.38,20.28,22.2,46.66,12.07,36.72,Immature Brown Loams
Dry,6.45,21.69,7.61,80.73,33.53,31.79,32.39,87.82,3.44,119.78,Red Yellow Latosols
Dry,6.08,28.11,11.07,110.45,21.71,30.78,31.94,76.26,0.64,76.13,Non-Calcic Brown
Dry,7.65,37.96,22.08,295.8,69.67,28.16,29.77,83.43,1.4,96.52,Grumusols
Dry,7.8,40.22,25.27,299.95,47.93,30.62,32.05,49.29,1.18,96.21,Grumusols
Dry,8.27,19.68,14.13,418.53,50.09,31.55,33.08,78.01,1.82,109.38,Solodized Solonetz
Dry,6.08,21.16,9.87,127.21,66.19,27.59,28.93,94.65,1.9,57.77,Non-Calcic Brown
Dry,8.51,8.87,8.22,375.81,62.89,29.5,31.21,64.0,4.15,145.44,Solonchaks
Wet,4.84,137.3,13.59,54.64,67.12,26.15,27.95,80.56,26.72,285.12,Bog and Half-Bog
Wet,4.63,110.36,6.43,65.33,22.24,26.38,27.91,58.73,29.3,237.26,Bog and Half-Bog
Dry,6.92,55.22,20.57,175.33,11.55,29.69,30.95,55.39,2.56,53.55,Reddish Brown Earths
Dry,6.9,51.24,13.46,112.18,13.16,30.28,30.94,41.21,1.47,142.28,Low Humic Gley
Dry,6.7,20.2,9.33,72.09,39.7,31.14,32.09,94.24,4.61,133.92,Red Yellow Latosols
Dry/Wet,7.13,9.82,5.21,44.36,67.5,29.57,30.88,74.9,17.61,174.1,Regosols
Dry,7.03,38.83,14.08,129.34,50.33,27.56,28.15,73.24,4.33,105.91,Low Humic Gley
Intermediate,6.64,80.43,24.77,203.75,20.68,24.91,26.15,80.77,10.15,330.77,Alluvial Soils
Dry,8.14,17.58,14.6,304.88,24.33,32.1,33.1,88.0,0.87,129.71,Solodized Solonetz
Dry,7.72,39.28,18.81,370.18,23.75,31.15,31.85,73.09,3.14,58.29,Grumusols
Dry,8.12,35.81,24.15,271.1,50.14,28.56,29.81,45.01,3.67,46.86,Grumusols
Dry,6.64,45.35,13.78,114.44,24.86,31.11,31.93,43.88,0.49,35.72,Low Humic Gley
Wet,4.82,36.81,10.91,83.23,66.99,21.62,22.41,64.34,26.12,293.7,Red Yellow Podzolic
Dry,8.56,11.56,11.33,426.29,57.93,33.78,34.37,65.33,0.63,33.0,Solonchaks
Dry/Wet,7.53,10.64,6.36,43.04,54.1,30.81,32.78,92.27,20.19,472.11,Regosols
Wet,4.75,96.9,11.29,65.1,5.41,26.61,28.34,65.83,20.29,145.39,Bog and Half-Bog
Dry,9.05,13.94,6.94,429.69,56.07,31.39,33.22,89.06,3.14,44.63,Solonchaks
Intermediate,6.81,89.75,26.7,226.59,18.05,26.36,28.15,40.68,12.01,524.08,Alluvial Soils
Wet,5.52,48.49,14.28,123.54,59.69,22.31,22.93,45.68,26.18,91.15,Immature Brown Loams
Dry,8.1,25.53,16.55,244.46,48.1,30.15,31.3,70.94,0.24,61.26,Calcic Red Yellow Latosols
Dry,6.12,23.74,10.39,129.55,43.47,27.59,29.53,70.17,4.88,42.32,Non-Calcic Brown
Wet,4.5,111.0,9.86,52.18,66.58,25.77,26.37,74.33,10.09,400.6,Bog and Half-Bog
Dry,7.95,30.55,16.86,237.87,19.33,27.77,29.01,89.46,2.96,18.05,Calcic Red Yellow Latosols
Dry,7.02,46.47,14.39,139.81,54.64,29.02,30.49,46.25,1.25,121.65,Reddish Brown Earths
Intermediate,5.81,50.15,13.71,159.92,35.23,26.27,27.63,58.18,6.57,510.15,Reddish Brown Latosolic
Dry,8.17,21.56,13.97,353.47,63.31,29.75,30.34,80.98,4.4,120.73,Solodized Solonetz
Wet,5.49,37.68,13.68,132.37,49.01,22.7,24.12,78.8,12.18,67.58,Immature Brown Loams
Dry,6.96,52.84,16.25,168.35,50.92,29.74,31.73,46.05,3.43,78.07,Reddish Brown Earths
Dry,6.41,30.18,9.45,95.44,27.28,32.13,33.0,73.81,3.5,74.25,Non-Calcic Brown
Dry,6.84,60.07,18.13,176.37,69.4,30.88,32.31,65.28,1.83,106.96,Reddish Brown Earths
Dry,7.96,39.84,24.6,239.36,20.0,30.22,31.4,50.85,2.22,40.85,Grumusols
Dry,6.47,25.17,10.32,79.07,17.92,31.27,32.91,45.7,3.1,108.89,Red Yellow Latosols
Dry,5.96,25.88,7.36,117.69,46.22,28.3,29.97,51.44,2.68,13.87,Non-Calcic Brown
Dry,6.48,11.62,6.13,82.13,13.64,33.19,34.93,54.83,2.72,99.47,Red Yellow Latosols
Dry,5.86,24.2,9.44,91.41,27.96,30.97,31.86,63.36,0.12,29.26,Non-Calcic Brown
Intermediate,5.97,47.3,19.16,151.17,38.03,22.69,24.39,88.72,14.83,439.85,Reddish Brown Latosolic
Dry,8.43,17.67,16.39,366.76,5.91,29.77,30.45,91.87,0.71,31.81,Solodized Solonetz
Intermediate,6.65,81.34,34.05,213.38,53.81,28.24,29.94,83.26,8.63,626.69,Alluvial Soils
Intermediate,5.78,48.72,15.82,146.16,54.19,26.35,27.59,92.55,14.23,281.51,Reddish Brown Latosolic
Wet,5.13,34.54,9.43,82.16,35.3,21.07,21.83,62.6,14.73,295.61,Red Yellow Podzolic
Dry/Wet,7.2,9.64,6.19,51.65,65.32,30.47,31.0,63.59,24.77,134.82,Regosols
Dry,5.87,28.86,7.91,108.34,45.08,28.69,30.01,78.0,0.55,88.27,Non-Calcic Brown
Dry,5.96,27.0,11.29,113.49,34.76,30.33,31.61,74.86,0.77,17.22,Non-Calcic Brown
Intermediate,6.13,51.84,14.8,133.43,36.95,25.08,25.95,49.2,14.45,258.77,Reddish Brown Latosolic
Wet,5.37,45.36,17.91,136.04,50.46,19.86,21.59,66.6,23.56,381.02,Immature Brown Loams
Dry,7.25,39.01,23.7,297.55,29.97,29.37,30.51,83.1,1.81,66.52,Grumusols
Dry,9.04,5.35,11.21,472.67,64.98,31.61,32.83,56.89,0.72,108.26,Solonchaks
Wet,4.45,117.07,11.27,62.18,37.03,27.37,28.47,76.53,15.89,18.39,Bog and Half-Bog
Wet,5.6,41.35,16.72,112.43,40.93,24.04,24.95,50.92,27.87,451.72,Immature Brown Loams
Wet,5.36,35.69,15.26,118.87,36.66,21.4,22.73,87.91,13.85,80.03,Immature Brown Loams
Wet,5.44,40.19,18.81,121.52,53.6,24.13,25.42,59.37,13.21,366.44,Immature Brown Loams
Intermediate,6.1,37.68,14.25,141.72,36.47,25.76,26.46,41.69,5.74,379.11,Reddish Brown Latosolic
Dry,7.49,38.53,21.66,312.55,42.47,29.37,30.93,82.29,0.53,87.66,Grumusols
Dry,6.82,42.76,16.44,126.68,67.84,28.61,30.18,62.04,3.64,77.29,Low Humic Gley
Dry,6.94,46.67,16.68,139.58,45.15,29.3,30.05,67.75,0.18,64.96,Low Humic Gley
Dry,8.36,20.48,16.44,401.52,9.09,31.34,33.19,62.53,0.04,139.45,Solodized Solonetz
Dry,6.53,21.96,8.31,76.53,49.68,31.6,33.36,49.68,0.38,143.52,Red Yellow Latosols
Dry,6.98,50.29,16.85,114.28,35.65,29.28,30.35,86.64,3.24,107.66,Low Humic Gley
Wet,4.62,130.91,11.93,68.37,50.76,27.37,28.23,77.93,25.97,248.81,Bog and Half-Bog
Dry,6.74,20.73,9.78,69.0,30.71,30.69,32.6,90.39,2.64,83.94,Red Yellow Latosols
Dry,6.37,22.49,9.41,85.82,7.77,31.23,32.53,86.01,1.49,136.5,Red Yellow Latosols
Wet,5.39,37.14,17.11,114.79,43.55,23.8,24.6,85.96,28.36,57.5,Immature Brown Loams
Dry,7.23,53.5,26.2,150.54,29.39,28.23,29.14,58.46,0.42,123.63,Reddish Brown Earths
Wet,5.26,33.94,17.53,124.87,38.97,25.98,26.7,69.35,13.59,76.83,Immature Brown Loams
Intermediate,6.78,86.73,28.24,199.88,41.34,26.12,27.53,85.97,14.95,339.25,Alluvial Soils
Dry,6.58,22.62,10.63,75.38,65.61,33.23,34.56,73.79,1.18,109.6,Red Yellow Latosols
Dry/Wet,7.08,11.92,3.6,52.36,41.71,27.71,28.36,77.21,26.36,448.77,Regosols
Wet,4.28,92.87,11.08,68.51,36.41,23.89,25.41,62.06,25.48,142.37,Bog and Half-Bog
Dry,6.81,24.12,9.14,64.01,51.88,28.34,30.15,50.93,0.86,19.87,Red Yellow Latosols
